Name,Amenity,geometry,Competitor
H/Higurumulana Sri Pemananda Junior College,school,POINT(80.746219 6.1674143),School
Hingurumula Sri Pemananda Vidyalaya,school,POINT(80.7461429 6.1672596),School
H/Sithuminiwela Primary School ( සිතුමිණිවෙල ප්‍රාථමික විදුහල ),school,POINT(81.174961 6.224507),School
H/Bandagiriya Maha Vidyalaya,school,POINT(81.1655486 6.2383269),School
හ/ පහළ අන්දර වැව කණිෂඨ විද්දයලය,school,POINT(81.0852579 6.2839212),School
Abakolawewa School,school,POINT(80.7939003 6.1842822),School
Abakolawawa Primary School,school,POINT(80.7952373 6.1849055),School
H/Alupothdeniya Kanishta VIDYALAYA,school,POINT(80.70516 6.3037667),School
PRIMARY SCHOOL RITIGAHAYAYA,school,POINT(80.7286622 6.2678207),School
H/Ritigahayaya Maha Vidyalaya,school,POINT(80.7269832 6.2686301),School
H/ Pannagamuwa Royal Collage,school,POINT(81.2361439 6.2989381),School
H/Pannegamuwa Royal College,school,POINT(81.2360457 6.2990241),School
Pannegamuwa Royal College,school,POINT(81.2357054 6.2989955),School
ථෙරපුත්ත විද්‍යාලය අම්බලන්තොට (Theraputta College - Ambalantota),school,POINT(81.0247408 6.1201844),School
Sun-Ray International College,school,POINT(81.0237594 6.1225999),School
Bolana scooll,school,POINT(81.0237594 6.1225999),School
Bbc English,school,POINT(81.0233625 6.1198137),School
Turn -Ayurveda Cancer Specialist's Place.Dr.Ariyapala,school,POINT(81.0238881 6.1175265),School
Vidumaga,school,POINT(81.0192668 6.12118),School
H Therapitta Primary School,school,POINT(81.0227054 6.1171876),School
Nilwala ananda vidyalaya,school,POINT(81.0334906 6.1227175),School
Mahagalwewa School,school,POINT(81.0321498 6.3831537),School
Kawanthissapura Maha Vidyalaya,school,POINT(81.3124753 6.3459631),School
H/Nadigamwila Kanishta Vidyalaya,school,POINT(81.2861602 6.2295395),School
Nadigamwila Kanishta Vidyalaya,school,POINT(81.2861853 6.2296336),School
Youth Center,school,POINT(80.904935 6.1479472),School
සේවා සංස්කරණ අභ්‍යාස ආයතනය- කෘෂිකර්ම දෙපාර්තමේන්තුව,school,POINT(80.9050185 6.1476748),School
Kanuketiya k.v,school,POINT(80.9176292 6.1518576),School
Youth center,school,POINT(80.9191142 6.153225),School
H/Habaraththawala Primary School,school,POINT(81.016059 6.212564),School
H/Athunadawala Primary School,school,POINT(81.1926335 6.2531019),School
Bolana Maha Vidyalaya,school,POINT(81.0055393 6.1633876),School
Horewela Maha Vidyalaya,school,POINT(80.684011 6.1854717),School
Horewela High School,school,POINT(80.6840454 6.1852888),School
Horewela High School,school,POINT(80.6841854 6.1856163),School
Meegahajandura Central College,school,POINT(81.0331721 6.3637762),School
MR/Dematapitiya M.V,school,POINT(80.7093905 5.9854895),School
ප්‍රාථමික අංශය (School),school,POINT(80.7065749 5.9865685),School
මාර/දෙමටපිටිය මහ විදුහල,school,POINT(80.706581 5.9861561),School
"H/Magama Maha Vidyalaya,Tissamaharama..",school,POINT(81.311032 6.209972),School
Weeriyagama School,school,POINT(80.9707474 6.3174924),School
Tzu Chi National School,school,POINT(81.134803 6.1608032),School
AIBT (Asian Institute of Business & Technology),school,POINT(81.1269615 6.1590143),School
Mahinda rajapksha rotary school,school,POINT(81.1349485 6.1641557),School
H/Rajapakahe Primary School,school,POINT(80.7601681 6.0170481),School
රාජපක්ෂ primary school,school,POINT(80.7600223 6.0168944),School
Dammulla Primary School,school,POINT(80.7349581 6.0730346),School
චුටි පැටියා,school,POINT(80.7749791 6.1174507),School
Radaniara maha vidyalaya,school,POINT(80.6873217 6.2032937),School
Radaniara High School,school,POINT(80.6873052 6.2033717),School
Pahala Mattala PV,school,POINT(81.1069811 6.3108671),School
Pahala Maththala primary School,school,POINT(81.106907 6.310806),School
H/Bedigamtota K.V.,school,POINT(80.952046 6.248026),School
Debokkawa Maha Vidyalaya,school,POINT(80.8259547 6.2275046),School
Debokkawa,school,POINT(80.8252415 6.227681),School
Thalunna Maha Vidyalaya,school,POINT(80.8353354 6.114871),School
4th Mile Post Junction,school,POINT(81.0002972 6.1723866),School
Punchihenayagama Janananda School | පුංචිහේනයාගම ජනානන්ද විද්‍යාලය,school,POINT(80.9882209 6.1805512),School
Jinasarana primary school,school,POINT(80.7132714 6.257504),School
Puwakdandawa Dhammapala Balika Vidyalaya,school,POINT(80.7458803 6.0422728),School
Dharmapalagirls college beliatta,school,POINT(80.7435767 6.0425435),School
dammapala balika vidyalaya,school,POINT(80.7434773 6.042528),School
Maha Vidane,school,POINT(80.7351353 5.9986243),School
Sri/vijithaloka Maha Piriwena,school,POINT(80.9557644 6.2782686),School
Viharagala isuru school,school,POINT(80.9594952 6.2778722),School
Primary School - Viharagala,school,POINT(80.9593611 6.2783354),School
H / Sri Dharamarathana Mulika Pirivena,school,POINT(80.9578341 6.279057),School
H\SO\ Viharagala Isuru M.V.,school,POINT(80.9591296 6.2778477),School
Viharagala Primary School,school,POINT(80.9578341 6.279057),School
Godavanegoda K.V.,school,POINT(80.7897573 6.0543759),School
Wagegoda Primary School,school,POINT(80.7820707 6.0545353),School
Gemunupura School,school,POINT(81.2588247 6.2986535),School
Mahaheela Primary School,school,POINT(80.7087777 6.0408719),School
මහහීල්ල ප්‍රාථමික විද්‍යාලය,school,POINT(80.7085899 6.0406067),School
Unakuruwa K.V,school,POINT(80.771091 6.0075591),School
H/Unakuruwa K.V,school,POINT(80.7706214 6.0082912),School
Thalawa Navodya Maha Vidyalaya,school,POINT(80.8123445 6.2429573),School
Kariyamaditta Weerasinghe Child Friendly Primary School,school,POINT(80.8099815 6.2540673),School
Rammalakanda Primary School,school,POINT(80.6446525 6.2380013),School
Mahawela prathamika vidyalaya,school,POINT(80.8358003 6.0664964),School
Gemunu Maha Vidyalaya,school,POINT(80.8372307 6.0670308),School
Pagngnananda primary school,school,POINT(80.7322711 6.053547),School
Beliatta Central College,school,POINT(80.7328582 6.0526442),School
Beliatta Central College,school,POINT(80.7332854 6.0524895),School
Kahawatta Maha Vidyalaya,school,POINT(80.7302768 6.0610142),School
ආදර්ශ කණිටු විදුහල,school,POINT(80.7343036 6.059493),School
S.h Dinuka Mihiran,school,POINT(80.7339144 6.0481573),School
Omara Maha Vidyalaya,school,POINT(80.7107726 6.174801),School
Dedduwawala Maha Vidyalaya,school,POINT(80.7275927 6.0081495),School
Galagama Maha Vidyalaya,school,POINT(80.7109597 6.0063295),School
Ethbatuwa Junior School,school,POINT(80.9450789 6.1418612),School
Deniya School,school,POINT(80.9445542 6.1419242),School
Ihala Beligalla Maha Vidyalaya,school,POINT(80.7449755 6.0952401),School
Ihala Beligalla Primary School,school,POINT(80.7441701 6.0938111),School
Beralihela Maha Vidyalaya,school,POINT(81.286427 6.334298),School
H/ Weedikanda Vidyalaya,school,POINT(80.7025365 6.2161637),School
Ellagala Kanishta Vidyalaya,school,POINT(81.2329182 6.3253096),School
H/Ellagala Junior School,school,POINT(81.2331452 6.3250804),School
කැකිරිඕබඩ පාසල,school,POINT(80.6461722 6.1927422),School
Kekiriobada Maha Vidyalaya,school,POINT(80.6460449 6.1928101),School
ssoft Computer institute,school,POINT(80.6937177 6.1508888),School
H/ Kanumuldeniya Primary School,school,POINT(80.6937177 6.1508888),School
udadeniya Kanista Viddhayalaya,school,POINT(80.6819405 6.1428905),School
Walasmulla Modal Primary School,school,POINT(80.6972704 6.1484122),School
Meegasara Nawodya Vidyalaya,school,POINT(80.7647306 6.2048906),School
Graphic Design Academy,school,POINT(80.7645868 6.2042906),School
SYS CENTER,school,POINT(81.199519 6.2061415),School
Yatalatissa Primary School,school,POINT(81.2762044 6.2848384),School
kavishdewmina,school,POINT(81.2876691 6.2791538),School
Yatalathissa Primary School,school,POINT(81.2764878 6.2847201),School
Ambalantota Maha Vidyalaya,school,POINT(81.0086922 6.1210956),School
MJF Sithijaya Centre for Differently Abled,school,POINT(81.0075805 6.1246346),School
Ambalantota Maha VIdyalaya,school,POINT(81.0090336 6.1210679),School
Karambagalmulla Vidyalaya,school,POINT(81.0002095 6.2175363),School
k9 Dog's Training Center.,school,POINT(81.266023 6.281836),School
Debarawewa Central College,school,POINT(81.2653049 6.2837115),School
Field Study Centre- School Biological Science Unit,school,POINT(81.2661669 6.2845221),School
Debarawewa President's College,school,POINT(81.2581558 6.2875148),School
H/Debarawewa Kanishta Vidyalaya,school,POINT(81.2578791 6.2877162),School
Abesekaragama Maha Vidyalaya,school,POINT(80.9100663 6.2177217),School
H/S/kanumuldeniya k.v,school,POINT(80.6834958 6.1261265),School
Rathanapaala school,school,POINT(80.682424 6.120807),School
Al Mina Muslim Maha Vidyalaya,school,POINT(80.679288 6.120843),School
Karagoda School,school,POINT(80.6824546 6.1183357),School
Ambalangoda Primary School,school,POINT(80.6834054 6.1260656),School
H/ Kadiragoda primary School,school,POINT(80.8610688 6.1141049),School
아굴로콜라펠레사,school,POINT(80.8700633 6.1595612),School
හ/ජදුර ආදර්ශ විද්‍යාලය,school,POINT(80.8646691 6.1625061),School
Jandura Adarsha School,school,POINT(80.86444 6.16271),School
Somadevi Maha Vidyalaya,school,POINT(80.9404723 6.3084056),School
Ellagala Primary School,school,POINT(81.2443787 6.3219234),School
H/Weligatta Primary School,school,POINT(81.2008685 6.2177326),School
Mandaduwa Maha Vidyalaya,school,POINT(80.7681916 6.1530584),School
Tirawala school,school,POINT(80.7633743 6.1476081),School
isuru Umayangana,school,POINT(80.7627913 6.1451144),School
Mandaduwa Maha Vidyalaya,school,POINT(80.7679448 6.1527528),School
Ambala school,school,POINT(80.706475 6.028665),School
H/ Ambala Maha Vidyalaya,school,POINT(80.7070006 6.0293493),School
Binkama maha Vidyalaya,school,POINT(80.8950055 6.1943151),School
මදුවා Music Room,school,POINT(80.9767957 6.1484412),School
Mamadala Maha Viddayalaya,school,POINT(80.9746313 6.1562096),School
Kudaheella Maha Vidyalaya,school,POINT(80.7182586 6.0334446),School
Kadigamuwa Maha Vidyalaya,school,POINT(80.7095056 6.130372),School
Kirinda Muslim Maha Vidyalaya,school,POINT(81.335035 6.218424),School
Galaamuna MV,school,POINT(80.7377778 6.2425),School
Thalapathkanda Primary School,school,POINT(80.6265371 6.2139397),School
H/Gomadiya Kanishta Widyalaya,school,POINT(80.6782883 6.2837863),School
ADDITIONAL COMPUTER SYSTEMS,school,POINT(80.6987159 6.2692765),School
H/Thalwaththa Abhinawa Kanishta Vidyalaya,school,POINT(80.7164257 6.2787986),School
"Thalwatta Kanitu viduhala, Katuwana",school,POINT(80.7133918 6.2748474),School
Abc,school,POINT(81.085703 6.229903),School
Sooriyawewa National School,school,POINT(80.9982121 6.3076306),School
Suriyawewa National School,school,POINT(80.9981745 6.3075874),School
Suriyawewa National School,school,POINT(80.9978123 6.3067718),School
Dewananda College,school,POINT(81.3105316 6.2580745),School
Sri Dewananda Maha Vidyalaya,school,POINT(81.310606 6.2585826),School
Beragama Janapada Vidyalaya,school,POINT(81.0360628 6.1634623),School
Sri Sucharitha Bosath perapasala,school,POINT(81.0397762 6.1666759),School
Aranwela Maha Vidyalaya,school,POINT(80.7501255 6.0569954),School
Sri Dhammakusala Daham Pasala,school,POINT(81.071126 6.1170309),School
H/ Vitharandeniya Maha Vidyalaya,school,POINT(80.7933598 6.088515),School
Rajarata Vidyalaya (Primary School) (Old viyaloka viduhala),school,POINT(80.9754996 8.0535049),School
Polonnaruwa Vidyaloka Primary School,school,POINT(80.9755887 8.0537538),School
PO/Hinguraka Vidyalaya,school,POINT(80.9825628 8.0418466),School
Jayanthi Junior School,school,POINT(81.039389 8.044865),School
Jayanthi Kanishta Vidyalaya,school,POINT(81.0394112 8.0448075),School
Jayanthi Junior School,school,POINT(81.0363317 8.0406969),School
ධර්මපාල ලදරුඋයන,school,POINT(80.9652136 8.1128623),School
සිරිමාෙවා් බංඩාරනායක විද්‍යාලය,school,POINT(80.9648229 8.1452599),School
Srimavo Bandaranaike Primary School,school,POINT(80.9649273 8.1453324),School
Bisobandara Primary School,school,POINT(80.9523082 8.1496202),School
Kaudulla Maha Vidyalaya,school,POINT(80.9868577 8.0904026),School
Dharmaraja Mntessori School,school,POINT(80.983551 8.0897636),School
Nagapokuna Junior School,school,POINT(80.975799 7.997676),School
Naagapokuna Maha Vidyalaya,school,POINT(80.9762283 7.9975829),School
Rathmalkandiya Child Friendly School,school,POINT(81.0368996 7.7417003),School
පො /කදවුර කනිෂ්ඨ විදුහල,school,POINT(81.0603064 7.973701),School
Galthalawa Primary Collage,school,POINT(81.1960146 7.8676075),School
C.P Pura Primary School,school,POINT(80.9135201 8.014886),School
Sarubima Vidyalaya,school,POINT(80.8559931 7.8406315),School
Vishwa education institute,school,POINT(81.0054403 7.9141895),School
JB clz,school,POINT(81.0043524 7.9137194),School
Sun Shine Pre - School,school,POINT(81.0054984 7.9182772),School
Childrens Home,school,POINT(81.0085589 7.9170374),School
"Po/ East Palugasdamana Primary School, Polonnaruwa",school,POINT(81.036272 7.961506),School
Yoda Ela Central College,school,POINT(80.9625842 8.0811079),School
yodha ela school,school,POINT(80.9766566 8.0861433),School
சரதா பாலர் பாடசாலை,school,POINT(81.1711144 7.9463947),School
Mahaweli Primary School,school,POINT(80.9976325 8.2224438),School
Dhaham Gama School,school,POINT(80.9969345 8.2295707),School
"Mahaweli Primary School, Bisopura",school,POINT(80.9970843 8.229751),School
Wijaya Parakrama Primary School,school,POINT(81.0580194 7.7791946),School
Vijaya Parakrama K.V,school,POINT(81.0586035 7.7786992),School
පො/දිඹු/විජයපරාක්‍රම කනිෂ්ඨ විද්‍යාලය,school,POINT(81.058416 7.7788474),School
පො/දිඹු/විජයපරාක්‍රම/කනිෂ්ඨ විද්‍යාලය,school,POINT(81.0583678 7.7789292),School
Pl/Dim/Vijaya Parackrama K.V,school,POINT(81.0582997 7.7788923),School
Vijaya Parakrama Kanishta Vidyalaya,school,POINT(81.058906 7.7830591),School
Gunawardhanapura Vidyalaya,school,POINT(81.0017827 7.9483156),School
Vilayaya Primary School,school,POINT(81.1845177 7.7759531),School
Primary School Aralaganwila,school,POINT(81.1873191 7.7806096),School
Vilayaya Central College,school,POINT(81.1873744 7.7824075),School
Polonnaruwe Almina Kanista Vidyalaya,school,POINT(81.0542837 7.9240982),School
CTJ THAMANKADUWA BRANCH,school,POINT(81.0514306 7.9240165),School
කලහගල කණිෂ්ඨ විද්‍යාලය,school,POINT(80.9393146 7.8665981),School
Kalahagala Primary School කලහගල ප්‍රාථමික විද්‍යාලය,school,POINT(80.9391298 7.8665051),School
P/Meegaswewa Primary School,school,POINT(81.0537081 8.2225643),School
ශ්‍රි රාහුල කණිෂ්ඨ විද්‍යාලය Sri Rahula Kanishta Vidyalaya,school,POINT(81.0536078 8.2225437),School
Sri Rahula Primary College,school,POINT(81.0534906 8.2227218),School
පලුගස්දමන මහා විද්‍යාලය,school,POINT(81.0245947 7.9544394),School
Widyasara Pirivena,school,POINT(81.0232268 7.9529814),School
President's Primary College,school,POINT(81.0223048 7.9522591),School
Galthabarawa Primery School,school,POINT(81.0125935 7.9580833),School
Galthambarawa Primary College,school,POINT(81.0119639 7.9572874),School
Sol lanka korean school,school,POINT(81.0123565 7.9522044),School
Panguranai School,school,POINT(81.0900608 8.1083561),School
Unagalawehera Maha Vidyalaya,school,POINT(80.9943064 8.0109862),School
Unagalawehera Maha Vidyalaya,school,POINT(80.9943592 8.0109607),School
Pokunugala primary school,school,POINT(80.8562076 7.8590552),School
Arunalu Pera Pasala,school,POINT(81.1079789 7.7365764),School
Weeralanda Primary School,school,POINT(81.1056812 7.7361504),School
Weeralanda Lama Mithuru Pasala,school,POINT(81.1054331 7.7363963),School
Kattuwanvila Muslim Kanista Vidyalayam,school,POINT(81.1739036 8.0061549),School
Furqaniyah Arabic College,school,POINT(81.1737463 8.001042),School
Gemunupura primary school,school,POINT(81.0211565 8.0370282),School
Gamunupura Kanishta Vidyalaya,school,POINT(81.0213574 8.0368201),School
Suriyagama Primary School,school,POINT(80.7957324 8.0267005),School
Bimpokuna School,school,POINT(81.1350776 7.8000659),School
Athugale m.k.v school,school,POINT(81.199205 7.975934),School
Alinchipothana M.K.V,school,POINT(81.1991788 7.9760254),School
Sajith Thisera - Damanayaya School Junction,school,POINT(80.8013025 7.7887732),School
Damanayaya C P De Silva School,school,POINT(80.7998514 7.7903899),School
Namalgama Primary School - Welikanda නාමල්ගම ප්‍රාථමික විද්‍යාලය - වැලිකන්ද,school,POINT(81.2744606 7.9555269),School
Galeliya Primary School - ගල්එළිය ප්‍රාථමික විද්‍යාලය,school,POINT(81.1197983 7.7549711),School
Nalanda Education Intitute (Pvt) Ltd,school,POINT(81.0189373 7.9400421),School
Arm training school,school,POINT(81.0187984 7.9403384),School
Malinda sadaruwan,school,POINT(81.0187984 7.9403384),School
My home,school,POINT(81.0187984 7.9403384),School
Widhusara education institute,school,POINT(81.0098178 7.9406677),School
Vidusara Institute,school,POINT(81.009613 7.9405915),School
Isipathan Children Park,school,POINT(81.0099673 7.9411973),School
Divulankadawala National School,school,POINT(80.952098 8.1107639),School
PL/Divulankadawala Central College,school,POINT(80.9521466 8.111116),School
Divulankadawala President college,school,POINT(80.9520279 8.1112375),School
Diuvulankadawala Central College,school,POINT(80.95222 8.1112604),School
ගුණවර්ධනපුර ප්‍රාථමික විද්‍යාලය,school,POINT(80.9425657 7.949477),School
Mahawewa primary school,school,POINT(81.149193 7.9071291),School
Royal College Primary,school,POINT(80.9970756 7.9191286),School
Tempale,school,POINT(81.2987852 7.9611474),School
Aselapura primary School,school,POINT(81.2995476 7.9670017),School
Manampitiya Sinhala Maha Vidyalaya,school,POINT(81.1313285 7.9050587),School
Vocational Training Centre,school,POINT(81.1216682 7.9061731),School
VTA VTC Manampitiya,school,POINT(81.1216464 7.9063962),School
MInneriya Central College,school,POINT(80.9364984 8.0422344),School
Minneriya Primary School,school,POINT(80.9333031 8.0441874),School
PO/MINNERIYA N.C Primary School,school,POINT(80.932785 8.0441518),School
NCP/PL/DB/WK/MUTHUGALA TAMIL KANISTA VIDYALAYAM,school,POINT(81.1677781 7.9651098),School
Dibulana Primary School,school,POINT(81.244556 8.0405082),School
Mahasen vidyalaya,school,POINT(80.8416481 7.8604047),School
po/Mihindujayanti Piriwena,school,POINT(80.845226 7.8841334),School
PL/Aththanakadawala Maha Vidyalaya,school,POINT(80.8472541 7.8831337),School
Ambagaswewa Maha Vidyalaya,school,POINT(81.0315597 8.196693),School
KUDAPOKUNA SCHOOL,school,POINT(81.1838297 8.0411522),School
Kudapokuna Trikonamadu Muslim Primary School,school,POINT(81.183471 8.0406319),School
Patunagama Kanishta Vidylaya,school,POINT(81.0675278 8.0734029),School
"පටුණුගම කණිෂ්ඨ විද්‍යාලය, පොලොන්නරුව",school,POINT(81.0673207 8.070871),School
attanakadawala post office,school,POINT(80.8702955 7.9330954),School
Po/Irahanda Ketuwewa Maha Vidyalaya,school,POINT(80.8693485 7.9359328),School
P/L Irahanda ketuwewa Secondary aspect Diyabeduma,school,POINT(80.869485 7.936109),School
Pihitivawa School,school,POINT(81.0145844 7.8010146),School
Pihitiwewa Maha Vidyalaya,school,POINT(81.0145532 7.8004383),School
Batuhena Primary School,school,POINT(80.8685403 7.8211968),School
Kanichchigala Primary School,school,POINT(81.1571529 7.6837508),School
Al Hilal Central College,school,POINT(81.0796272 8.0143137),School
razik house,school,POINT(81.0697053 8.0093977),School
Grande Mosque Thambala,school,POINT(81.0818679 8.0153408),School
Alawakumbura Maha Vidyalaya,school,POINT(81.1789753 7.7542623),School
Alawakumbura College,school,POINT(81.1780427 7.7546852),School
Pelatiyawa school,school,POINT(81.0884041 7.831051),School
Pelatiyawewa Primary School,school,POINT(81.0882643 7.830288),School
Nuwaragala maha vidyalaya,school,POINT(81.0009343 7.7865124),School
"Rankethgama primary School ,රන්කෙත්ගම ප්‍රාථමික විද්‍යාලය",school,POINT(81.0201922 7.7464303),School
"Sugaladevi Primary School, Paludeniya",school,POINT(81.0082604 7.7376411),School
Al Aksha Muslim Maha Vidyalaya,school,POINT(81.0733311 7.9390027),School
Divulana primary school,school,POINT(81.0738394 7.9405395),School
Gallella Al Azhar Maha Vidyalaya,school,POINT(81.0666638 7.9088122),School
Somawathiya Kanishta Vidyalaya,school,POINT(81.0892832 8.0813671),School
PL/Abhayapura School.,school,POINT(81.0606627 8.0506157),School
අභයපුර මහා විද්‍යාලය පොලොන්නරුව,school,POINT(81.0598477 8.050553),School
P/Patunugama Primary School,school,POINT(81.0673694 8.0606498),School
Girithalegama Maha Vidyalaya,school,POINT(80.9436481 7.9935538),School
Shanthi Maha Vidyalaya,school,POINT(81.0087687 8.0160262),School
Chandana Pokuna Maha Vidyalayaya,school,POINT(81.0059263 8.024535),School
Mudunkadawala Primary School,school,POINT(81.0333511 7.7195821),School
Rathanasara kanishta viddyalaya,school,POINT(81.031862 8.029415),School
Rathanasara Maha Viddyalaya,school,POINT(81.0324605 8.0300364),School
Vijayapura Maha Vidyalaya,school,POINT(81.0435717 8.1363911),School
Kandegama Kanishta Vidayalaya,school,POINT(81.114519 7.8592092),School
Vijayabahupura Vidyalaya,school,POINT(81.0158738 7.9995858),School
Mayurapada School,school,POINT(80.9619683 8.1327128),School
P/Wadigawewa Primary School,school,POINT(81.0974174 8.2360337),School
Mandalagiriya Primary School,school,POINT(80.9826041 8.1531023),School
dulaj ayiyage g,school,POINT(80.982445 8.15297),School
Mandalagiriya maha vidyalaya,school,POINT(80.9827875 8.1528123),School
SCTC,school,POINT(80.978982 8.150533),School
Sandagalatenna Primary School,school,POINT(81.0819715 7.7366667),School
Arunalu niwasa,school,POINT(81.0279542 7.9731629),School
home for diable,school,POINT(81.0281453 7.9728983),School
Sewamuktha Navodya Maha Vidyalaya,school,POINT(81.0292098 7.9726091),School
Sewamuktha Vidyalaya Playground,school,POINT(81.0295773 7.9726652),School
Sewamuktha Kndavura Maha Vidyalayaya,school,POINT(81.0290554 7.9724402),School
"Army Training School, Maduru Oya",school,POINT(81.1848678 7.6901295),School
Manguldamana Maha Vidyalaya,school,POINT(81.0731883 7.8052529),School
Primary School - Maguldamana Maha Vidyalaya,school,POINT(81.0736386 7.8058178),School
Dammaloka buddhist school,school,POINT(80.8406015 8.1483172),School
Galoya Handiya K.V,school,POINT(80.8374023 8.1477297),School
Gurugodella Primary school,school,POINT(81.0791371 8.1196215),School
Bandanagala temple,school,POINT(81.0623294 7.7517209),School
Bandanagala school,school,POINT(81.065599 7.7540443),School
Damminna Central College,school,POINT(81.2117851 7.7352209),School
Namalgma Vidyalaya - Hungamalagama,school,POINT(81.007623 7.7160509),School
Meewathpura School,school,POINT(81.0044771 7.7564881),School
Ethumalpitiya vidyalaya,school,POINT(80.9958029 7.9775602),School
කුරුළුබැද්ද ප්‍රාථමිකය පාසැල,school,POINT(81.3025028 8.0453413),School
Mirishena Primary School,school,POINT(80.9385718 8.1577345),School
Nikawewa Wattha Rajaela Hingurakgoda,school,POINT(81.0754657 7.9503566),School
Parakrama Samudraya Maha Vidyalaya,school,POINT(80.9786453 7.888895),School
Parakkrama Samudraya Maha Vidyalaya,school,POINT(80.978646 7.8894978),School
HATAMUNA PRIMARY SCHOOL,school,POINT(80.9684967 8.0254408),School
Sahaja Education Institute,school,POINT(80.9728998 8.1409096),School
Yakkure Old School,school,POINT(81.0320765 7.828177),School
Proposed Tri Basha National School,school,POINT(81.0391165 7.922035),School
Proposed President’s College,school,POINT(81.0399849 7.9220968),School
Mahinda Maha vidyalaya Kawuduluwewa,school,POINT(80.9927522 8.1853386),School
Nawa Millana Primary School,school,POINT(81.1221101 7.842137),School
Bebiyawewa Primary School,school,POINT(81.0566133 8.201844),School
Ginidamana Primary School,school,POINT(81.1686273 7.9168959),School
Hewanpitiya Tamil School,school,POINT(81.1816399 7.9243179),School
Kadawalawewa school,school,POINT(80.9661866 7.9590376),School
Kadawalawewa Vidyalaya,school,POINT(80.9662113 7.9592788),School
Mahadamana primary school,school,POINT(81.1169808 7.7818428),School
Sagaramathi Monastic School,school,POINT(81.2171881 7.6803766),School
Indarathana school,school,POINT(81.0882281 7.9744861),School
Al ameen muslim maha vidayalaya,school,POINT(81.1800938 7.9908441),School
Ananda Balika Maha Vidyalayaya,school,POINT(80.9584387 8.0364783),School
පුලතිසිගම පෙර පාසල,school,POINT(80.9601597 8.0445064),School
Bhageeshree Music Academy,school,POINT(80.9586389 8.0383541),School
Priyavi Cake Academy,school,POINT(80.9523632 8.0415441),School
Sakura Sri Lanka Foreign Education Institute,school,POINT(80.952487 8.0403885),School
Rajarata Vidyalaya,school,POINT(80.9667338 8.0443338),School
Rajarata school,school,POINT(80.9672476 8.0439248),School
Senula Educational Institute,school,POINT(81.1891418 7.9239328),School
කෑගලුගම කණිෂ්ඨ විද්‍යාලය පොළොන්නරුව,school,POINT(81.0547358 8.0320847),School
Kegalugama Kanishta vidyalaya/කෑගලුගම කනිෂ්ඨ විද්‍යාලය,school,POINT(81.0545339 8.0319319),School
Po/Iqrah Muslim Primary School,school,POINT(81.0823645 8.0651751),School
Iqrah Muslim Primary School,school,POINT(81.0791981 8.0662805),School
jayasiripura primary school,school,POINT(80.7944129 7.7336946),School
Elahera Kanishta Vidyalaya,school,POINT(80.7904824 7.7313014),School
Vijitha Central College,school,POINT(81.0794325 8.0419939),School
patunagama primary school,school,POINT(81.0809848 8.0421963),School
Vijitha Central College Primary Section,school,POINT(81.080444 8.0431018),School
Wijitha primary school,school,POINT(81.0804467 8.0432821),School
Siri Parakumba Piriwena,school,POINT(81.0704511 8.042312),School
Soruwila Ground,school,POINT(81.097872 7.8729256),School
Soruvila Tamil School,school,POINT(81.0984202 7.872093),School
Somadevi Primary School,school,POINT(81.0245193 8.0835988),School
Galamuna Vidyalaya,school,POINT(81.0241592 8.0840598),School
pansalgodella clock tower,school,POINT(81.0234585 8.0853973),School
Sansungama vidyalaya,school,POINT(81.0041658 8.0825195),School
Madirigiriya Mahinda Maha Wedyalaya,school,POINT(80.969701 8.1786044),School
Kauduluwewa Mahinda Vidyalaya Thejan,school,POINT(80.9702485 8.1789196),School
Leelarathna Wijesinghe Maha Vidyalaya,school,POINT(81.190875 7.824455),School
Dewagama School දේවගම ප්‍රාථමික විද්‍යාලය,school,POINT(81.199043 7.8261577),School
Aluthwewa Primary school,school,POINT(81.1700325 7.8802198),School
Jayanthi Gurukula Primary School,school,POINT(80.9350948 7.9741205),School
මනම්පිටිය දෙමල මහා විද්‍යාලය.,school,POINT(81.1134077 7.9019419),School
Po/manampitiya tamil.m.v,school,POINT(81.1135921 7.9018954),School
Randinu Ict Academy,school,POINT(81.1154703 7.9040477),School
Manampitiya Tamil School,school,POINT(81.1137464 7.9016535),School
Dematapitiya School,school,POINT(79.843648 7.3600507),School
vei,school,POINT(79.8409064 7.3570246),School
"St Anthony's Navodya College, Thoduwawa",school,POINT(79.8058677 7.4769168),School
Saint Anthony's Collage Thoduwava,school,POINT(79.8058033 7.4769531),School
සාන්ත අන්තෝනි නවෝද්‍යා පාසල,school,POINT(79.8058316 7.477036),School
Kottukachchiya Maha Vidyalaya,school,POINT(79.9365839 7.9516892),School
Monara wewa government school,school,POINT(79.8833446 8.1058335),School
Mundalama Sinhala Maha Vidyalaya,school,POINT(79.8280898 7.7915403),School
St Peter's School,school,POINT(79.801219 7.5032964),School
P/ Andimunai Tamil Maha Vidyalaya,school,POINT(79.7901774 7.760929),School
ஆண்டிமுனை தமிழ் மகா வித்தியாலயம்,school,POINT(79.79017 7.7605952),School
Andimunai Tamil Maha Vidyalayam.,school,POINT(79.7901114 7.7609938),School
Sri Krishna Tamil Primary School,school,POINT(79.7893685 7.7578599),School
BWCS ( British way computer solution) institute,school,POINT(79.7894026 7.75682),School
