hex_id,Province,District,DS,Name,Amenity,geometry,Competitor
88611c0703fffff,North Western,Puttalam,Wennappuwa,Kammala Cemetry,school,POINT (79.8471951 7.2954564),School
88611c0703fffff,North Western,Puttalam,Wennappuwa,St.Odilia School,school,POINT (79.8469588 7.2950308),School
88611eb4e9fffff,North Western,Puttalam,Mahakumbukkadawala,Kiula Kale Maha Vidyalaya,school,POINT (79.8968016 7.9352109),School
88611eb4e9fffff,North Western,Puttalam,Mahakumbukkadawala,Madya Maha Vidyalaya Kiula No 4,school,POINT (79.8965299 7.935091),School
88611c0d07fffff,North Western,Puttalam,Madampe,Sembukattiya Government School,school,POINT (79.8555851 7.5160127),School
88611c7ab9fffff,North Western,Puttalam,Arachchikattuwa,මහමාඑළිය කණිෂ්ඨ විඳ්‍යාලය,school,POINT (79.8504857 7.7290013),School
88611ea739fffff,North Western,Puttalam,Puttalam,Semmandaluwa Primarry School,school,POINT (79.8606335 8.0493731),School
886118da35fffff,North Western,Puttalam,Kalpitiya,Thalawila St Ann's Maha Vidyalaya,school,POINT (79.7139918 8.1171059),School
886118da35fffff,North Western,Puttalam,Kalpitiya,St. Anne's Government School - Thalawila,school,POINT (79.713695 8.1175152),School
88611c7181fffff,North Western,Puttalam,Arachchikattuwa,අාරච්චිකට්ටුව ප්‍රාථමික විදුහල,school,POINT (79.8349761 7.6692487),School
88611c7181fffff,North Western,Puttalam,Arachchikattuwa,Primary school,school,POINT (79.8351158 7.6695265),School
88611c4dc1fffff,North Western,Puttalam,Anamaduwa,Wayamba Janadhipathi Vidyalaya,school,POINT (80.031407 7.856046),School
88611eb4b7fffff,North Western,Puttalam,Puttalam,Poththuwilluwa Public School,school,POINT (79.8503314 7.9574785),School
88611c0729fffff,North Western,Puttalam,Wennappuwa,St. Anne's Maha Vidyalaya,school,POINT (79.8617917 7.3154824),School
88611c0729fffff,North Western,Puttalam,Wennappuwa,CH/St.Anne's Maha Viddyalaya,school,POINT (79.8624083 7.3154579),School
88611ea603fffff,North Western,Puttalam,Puttalam,Palaviya Kanishta Maha Vidyalaya,school,POINT (79.8333509 7.9831042),School
88611c79dbfffff,North Western,Puttalam,Mahakumbukkadawala,"බරලන්කට්ටුව, මහ විදුහල",school,POINT (79.8609237 7.7984771),School
88611c79dbfffff,North Western,Puttalam,Mahakumbukkadawala,Baranankattuwa School,school,POINT (79.861148 7.7983204),School
88611ea4bbfffff,North Western,Puttalam,Kalpitiya,Nuraicholai Muslim Maha Vidyalaya,school,POINT (79.7360441 8.050195),School
88611ea4b3fffff,North Western,Puttalam,Kalpitiya,Rishad Badiyuddeen Chile School,school,POINT (79.7327412 8.0601382),School
88611ea4b1fffff,North Western,Puttalam,Kalpitiya,JANNATHUL HAFILEEN ARABIC COLLEGE,school,POINT (79.737225 8.0540383),School
88611ea4b3fffff,North Western,Puttalam,Kalpitiya,A To Z Colage Alankuda,school,POINT (79.7293267 8.0610281),School
88611c0e4bfffff,North Western,Puttalam,Nattandiya,Al Hira Maha Vidyalayam,school,POINT (79.8734322 7.3812933),School
88611c0e43fffff,North Western,Puttalam,Nattandiya,Kottaramulla Sinhala Vidyalaya,school,POINT (79.8656457 7.388055),School
88611c0d11fffff,North Western,Puttalam,Madampe,Sri Sugathananda College,school,POINT (79.835175 7.5009065),School
88611c0d11fffff,North Western,Puttalam,Madampe,Ch/Karukkuwa Sugathananda MV,school,POINT (79.8341281 7.5021244),School
88611c0d1bfffff,North Western,Puttalam,Madampe,Senanayaka Nation school,school,POINT (79.8378947 7.495751),School
88611c0d11fffff,North Western,Puttalam,Madampe,Sri Sugathananda College,school,POINT (79.8351016 7.5008299),School
88611c0d1bfffff,North Western,Puttalam,Madampe,Senanayake National College,school,POINT (79.8349265 7.4936501),School
88611eb73dfffff,North Western,Puttalam,Anamaduwa,Swarnapaliyagama School,school,POINT (79.9798376 7.946824),School
88611c0031fffff,North Western,Puttalam,Dankotuwa,Diyawara prara pasala melwathta,school,POINT (79.928997 7.3617616),School
88611c0033fffff,North Western,Puttalam,Dankotuwa,"sri Jinarathana School,primery",school,POINT (79.9198371 7.3603611),School
88611c7addfffff,North Western,Puttalam,Arachchikattuwa,Sl kaviya,school,POINT (79.8665128 7.6961583),School
88611c703bfffff,North Western,Puttalam,Arachchikattuwa,Pallama Rd Bangadeniya,school,POINT (79.8398196 7.6254591),School
88611eaa51fffff,North Western,Puttalam,Karuwalagaswewa,Moonamalgaswewa Kanishta Vidyalaya,school,POINT (80.0199562 8.1740424),School
88611eaa59fffff,North Western,Puttalam,Karuwalagaswewa,Prawachanakara Pirivena,school,POINT (80.0232366 8.1627522),School
88611c7201fffff,North Western,Puttalam,Madampe,Gnanasara Viddyalaya,school,POINT (79.8909862 7.564908),School
88611c7a01fffff,North Western,Puttalam,Pallama,Wendakaduwa Kanishta School,school,POINT (79.9207246 7.718501),School
88611eb091fffff,North Western,Puttalam,Karuwalagaswewa,Rajavigama Kanishta Vidyalaya,school,POINT (79.9997579 7.9761765),School
88611c71ddfffff,North Western,Puttalam,Arachchikattuwa,Karukkuliya Jayapala Maha Vidyalaya - කරැක්කුලිය ජයපාල මහා විද්‍යාලය,school,POINT (79.8364689 7.6423273),School
88611c0f09fffff,North Western,Puttalam,Mahawewa,Nath/Nalanda Junior School,school,POINT (79.8913389 7.4474846),School
88611c705dfffff,North Western,Puttalam,Chilaw,Mugunuwatawana School,school,POINT (79.8638784 7.5938242),School
88611c7b49fffff,North Western,Puttalam,Pallama,Sharafiyya Arabic college,school,POINT (79.9759033 7.7479835),School
88611c7b49fffff,North Western,Puttalam,Pallama,Madawakkulam muslim maha vidyalaya,school,POINT (79.9748663 7.7465901),School
88611c7b49fffff,North Western,Puttalam,Pallama,Madawakkulam Muslim Maha Vidyalaya,school,POINT (79.9750192 7.7466445),School
88611c7b49fffff,North Western,Puttalam,Pallama,Madawakkulam muslim maha vidyalaya,school,POINT (79.9746661 7.7460347),School
88611c7b49fffff,North Western,Puttalam,Pallama,Madawakkulam muslim maha vidyalaya,school,POINT (79.974417 7.745939),School
88611c001dfffff,North Western,Puttalam,Dankotuwa,Mellawa Kanishta Vidyalaya,school,POINT (79.9287102 7.3394764),School
88611c7253fffff,North Western,Puttalam,Madampe,Abhaya Maha Viddyalaya,school,POINT (79.8769335 7.5340195),School
886118d847fffff,North Western,Puttalam,Kalpitiya,Duotone Pro Center by Kitekuda at Kappaladi,school,POINT (79.7091893 8.1390734),School
886118d841fffff,North Western,Puttalam,Kalpitiya,Kappalady GKV,school,POINT (79.7104632 8.1355668),School
886118d845fffff,North Western,Puttalam,Kalpitiya,Hasban GMMS,school,POINT (79.7174222 8.1419806),School
886118d845fffff,North Western,Puttalam,Kalpitiya,Hasban School,school,POINT (79.7178146 8.1421137),School
88611c78cbfffff,North Western,Puttalam,Mundel,Vilpotha Bandaranayake School Tharawilluwa,school,POINT (79.8528391 7.7528998),School
88611c78c3fffff,North Western,Puttalam,Mundel,Tharakudiwilluwa Muslim School,school,POINT (79.8465816 7.7592204),School
88611c0769fffff,North Western,Puttalam,Dankotuwa,The Knowledge Hub,school,POINT (79.8820166 7.2979134),School
88611c0769fffff,North Western,Puttalam,Dankotuwa,මලිත් රංගායතනය,school,POINT (79.8819764 7.298461),School
88611c0769fffff,North Western,Puttalam,Dankotuwa,Digna Institute of Stritch,school,POINT (79.8828315 7.2984609),School
88611c776dfffff,North Western,Puttalam,Chilaw,Ananda National College,school,POINT (79.7991226 7.5712973),School
88611c776dfffff,North Western,Puttalam,Chilaw,Old Anandians' Association,school,POINT (79.7993801 7.5714355),School
88611c7765fffff,North Western,Puttalam,Chilaw,Carmel Girls' College,school,POINT (79.7936878 7.5790908),School
88611c7765fffff,North Western,Puttalam,Chilaw,Cambridge English Coaching Centre,school,POINT (79.8000149 7.5769476),School
88611c7761fffff,North Western,Puttalam,Chilaw,Vijaya college,school,POINT (79.7945703 7.5736078),School
88611c7761fffff,North Western,Puttalam,Chilaw,Broadvision International School Chilaw Branch,school,POINT (79.7959366 7.5726673),School
88611c7767fffff,North Western,Puttalam,Chilaw,St Mary's Balika Primary School,school,POINT (79.7917566 7.5777301),School
88611c7767fffff,North Western,Puttalam,Chilaw,St Benadade Church Chilaw,school,POINT (79.7930759 7.5780811),School
88611c7767fffff,North Western,Puttalam,Chilaw,Ch/St Bernedate's college,school,POINT (79.7931406 7.5780884),School
88611c7765fffff,North Western,Puttalam,Chilaw,Ch/Carmel Girls' Central College -Chilaw.,school,POINT (79.7936898 7.579121),School
88611c776dfffff,North Western,Puttalam,Chilaw,Gold's Gym,school,POINT (79.79998 7.568456),School
88611c7765fffff,North Western,Puttalam,Chilaw,Cambridge International,school,POINT (79.7970151 7.5786195),School
88611c776dfffff,North Western,Puttalam,Chilaw,Royal British International School,school,POINT (79.8013631 7.569995),School
88611c7767fffff,North Western,Puttalam,Chilaw,Carmel Girls' college hostel,school,POINT (79.7930922 7.5803754),School
88611c7765fffff,North Western,Puttalam,Chilaw,Nasriya Central College,school,POINT (79.7953955 7.5802587),School
88611c7765fffff,North Western,Puttalam,Chilaw,cambridge international school chilaw,school,POINT (79.7990004 7.5785967),School
88611c7761fffff,North Western,Puttalam,Chilaw,Vijaya Vidyalaya,school,POINT (79.7947387 7.5734358),School
88611c7767fffff,North Western,Puttalam,Chilaw,Saint Mary's Balika School,school,POINT (79.7917611 7.577709),School
88611ea405fffff,North Western,Puttalam,Puttalam,Sharjahpuram Sewing Centre,school,POINT (79.8166413 8.0470764),School
88611ea70dfffff,North Western,Puttalam,Puttalam,Sirambiadiya Kanishta Vidyalaya,school,POINT (79.8785658 8.0347492),School
88611ea70dfffff,North Western,Puttalam,Puttalam,Sirambiadiya Sinhala School,school,POINT (79.8789575 8.0346502),School
88611c0f11fffff,North Western,Puttalam,Mahawewa,Walahapitiya Maha Vidyalaya,school,POINT (79.8660628 7.4514105),School
88611c0f1bfffff,North Western,Puttalam,Mahawewa,Walahapitiya Cultural Center,school,POINT (79.8610034 7.4427409),School
88611eb8b1fffff,North Western,Puttalam,Karuwalagaswewa,Vidya Chakrawarthi Maha Vidyalaya,school,POINT (80.0386211 8.1560629),School
88611c6129fffff,North Western,Puttalam,Mundel,Ottapanai Roman Catholic Tamil Vidayalayam.,school,POINT (79.7877406 7.7948933),School
88611c6129fffff,North Western,Puttalam,Mundel,Primary School,school,POINT (79.7877325 7.7949594),School
88611c0eedfffff,North Western,Puttalam,Mahawewa,St. Mary's Boys School (SMC),school,POINT (79.8251688 7.4120695),School
88611c0eedfffff,North Western,Puttalam,Mahawewa,මාරවිල කතෝලික කනිෂ්ඨ පිරිමි විදුහල,school,POINT (79.8252017 7.4128099),School
88611c0eedfffff,North Western,Puttalam,Mahawewa,Holy Family Convent - Marawila,school,POINT (79.8267674 7.4127558),School
88611c70adfffff,North Western,Puttalam,Arachchikattuwa,kusala school,school,POINT (79.8132942 7.6379688),School
88611c70abfffff,North Western,Puttalam,Arachchikattuwa,Karukkupone Tamil school,school,POINT (79.8015027 7.6356525),School
88611c70a5fffff,North Western,Puttalam,Arachchikattuwa,Kusala Tamil vidyalaya,school,POINT (79.8133691 7.6443538),School
88611c70a5fffff,North Western,Puttalam,Arachchikattuwa,Kusala school,school,POINT (79.8133785 7.6444043),School
88611ebaa7fffff,North Western,Puttalam,Karuwalagaswewa,Kumbukwewa Aththadassi Vidyalaya,school,POINT (80.0838366 8.1136601),School
88611c0737fffff,North Western,Puttalam,Wennappuwa,Thaldeka School,school,POINT (79.837465 7.3214682),School
88611c70d1fffff,North Western,Puttalam,Chilaw,St.John Paul II College,school,POINT (79.7991005 7.5902339),School
88611c70d1fffff,North Western,Puttalam,Chilaw,පදවි කතෝලික ධර්ම උපදේශන මධ්‍යස්ථානය,school,POINT (79.7991353 7.5902028),School
88611c70dbfffff,North Western,Puttalam,Chilaw,St.Anne's English Medium College Chilaw,school,POINT (79.7972478 7.5866888),School
88611eb001fffff,North Western,Puttalam,Nawagattegama,Welewewa Sumedha Vidyalaya,school,POINT (80.0761088 7.9783509),School
88611eae31fffff,North Western,Puttalam,Vanathavilluwa,පු/නාගමඩුව විද්‍යාලය,school,POINT (79.8610033 8.1632457),School
88611eae31fffff,North Western,Puttalam,Vanathavilluwa,Nagamaduwa school,school,POINT (79.8611572 8.1632786),School
88611c0e61fffff,North Western,Puttalam,Nattandiya,"තබ්බෝව, කනිෂ්ඨ විද්‍යාලය",school,POINT (79.8765005 7.4068653),School
88611c0e63fffff,North Western,Puttalam,Nattandiya,globalway college,school,POINT (79.8726084 7.4127902),School
88611c70e1fffff,North Western,Puttalam,Arachchikattuwa,බංගදෙනිය මහ විද්‍යාලය,school,POINT (79.8240707 7.6282368),School
88611c70e5fffff,North Western,Puttalam,Arachchikattuwa,Kingswood British College,school,POINT (79.8272804 7.6277829),School
88611c70e1fffff,North Western,Puttalam,Arachchikattuwa,Ch/Bangadeniya Maha Viddyalay,school,POINT (79.8245968 7.6278684),School
88611c08b1fffff,North Western,Kurunegala,Udubaddawa,Nankadawara Kanishta Viddyalaya,school,POINT (79.9012533 7.5250649),School
88611c7049fffff,North Western,Puttalam,Chilaw,Kokkawila Kanishta Vidyalaya,school,POINT (79.8833372 7.5946636),School
886118da01fffff,North Western,Puttalam,Kalpitiya,JAMAATHUL MUSLIMEEN,school,POINT (79.728439 8.0983431),School
886118da01fffff,North Western,Puttalam,Kalpitiya,madrasatul muslimeen,school,POINT (79.7288076 8.0985752),School
886118da01fffff,North Western,Puttalam,Kalpitiya,Etalai School,school,POINT (79.7229812 8.0932726),School
886118da0bfffff,North Western,Puttalam,Kalpitiya,Roman Catholic Tamil Vidyalaya,school,POINT (79.7227643 8.0927872),School
886118da05fffff,North Western,Puttalam,Kalpitiya,Al-Madeena Primary School Thigali,school,POINT (79.7282605 8.1009705),School
886118da05fffff,North Western,Puttalam,Kalpitiya,Al Madheena Muslim Primary School,school,POINT (79.7282888 8.1013415),School
886118da05fffff,North Western,Puttalam,Kalpitiya,Thigaly Muslim Maha Vithyalayam,school,POINT (79.7301302 8.1023747),School
886118da05fffff,North Western,Puttalam,Kalpitiya,Muslim Maha Vidyalaya,school,POINT (79.7302602 8.1023671),School
886118d959fffff,North Western,Puttalam,Kalpitiya,Musalpitiya M.K.V,school,POINT (79.7265688 8.1725737),School
88611c6909fffff,North Western,Puttalam,Mundel,Al Baz International School,school,POINT (79.8126387 7.92868),School
88611ea6c9fffff,North Western,Puttalam,Kalpitiya,Ulukkapallam M.M.V,school,POINT (79.8041672 7.966067),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,பூலாச்சேனை சிறுவர் பாடசாலை,school,POINT (79.7323979 8.0371109),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,Poolachchanai primary school பூலாச்சேனை பாலர் பாடசாலை,school,POINT (79.732472 8.0371295),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,Poolachanai Ģ.M.V,school,POINT (79.7320067 8.0371799),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,Pulaccenai School,school,POINT (79.7321133 8.0372181),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,Poolachenai Muslim school,school,POINT (79.732003 8.0373738),School
88611ea491fffff,North Western,Puttalam,Kalpitiya,Al Markazul Eiman,school,POINT (79.73581 8.0368417),School
88611eb74bfffff,North Western,Puttalam,Anamaduwa,Paramakana Prathamika Idyalaya,school,POINT (80.0045811 7.9057934),School
88611eac41fffff,North Western,Puttalam,Vanathavilluwa,පු/මොරපනාව විද්‍යාලය,school,POINT (79.8666236 8.1853216),School
88611c4d33fffff,North Western,Puttalam,Anamaduwa,Kadaththawa Primary School,school,POINT (80.0530155 7.8915688),School
88611ea711fffff,North Western,Puttalam,Puttalam,යුද හමුදා පුහුණු කදවුර,school,POINT (79.853249 8.03219),School
88611ea711fffff,North Western,Puttalam,Puttalam,Vijayaba Army Training College,school,POINT (79.8544465 8.031322),School
88611ea713fffff,North Western,Puttalam,Puttalam,St.Mary's Tamil Maha Vidyalaya Puttalam,school,POINT (79.8446937 8.0319488),School
88611ea713fffff,North Western,Puttalam,Puttalam,"Ikra International College, Puttalam",school,POINT (79.8426047 8.0291064),School
88611ea713fffff,North Western,Puttalam,Puttalam,ikra international school puttalam,school,POINT (79.8424545 8.0292551),School
88611ea713fffff,North Western,Puttalam,Puttalam,St. Mary's Tamil School,school,POINT (79.8444674 8.0320469),School
88611c7b1dfffff,North Western,Puttalam,Pallama,Kammandaluwa,school,POINT (79.9398427 7.7655626),School
88611c0d35fffff,North Western,Puttalam,Madampe,Manakkulama Government School,school,POINT (79.8438547 7.5334175),School
88611eb595fffff,North Western,Puttalam,Puttalam,Medhananda Junior School,school,POINT (79.8804093 7.9859776),School
88611eb595fffff,North Western,Puttalam,Puttalam,Puttalam Medhananda Junior College,school,POINT (79.8802643 7.9861026),School
88611eb595fffff,North Western,Puttalam,Puttalam,Medhananda Kanishta Vidyalaya,school,POINT (79.8804332 7.9857755),School
88611c7a51fffff,North Western,Puttalam,Pallama,Royal Academy - Pallama,school,POINT (79.9229797 7.6981564),School
88611c7a5dfffff,North Western,Puttalam,Pallama,Primary School,school,POINT (79.9236693 7.693583),School
88611c7a53fffff,North Western,Puttalam,Pallama,Ihala kolaeliya vidyalya,school,POINT (79.9117651 7.6977985),School
88611c7a53fffff,North Western,Puttalam,Pallama,Kolaeliya school,school,POINT (79.9111477 7.6979017),School
88611eb44bfffff,North Western,Puttalam,Anamaduwa,Sri Saranankara Piriwena,school,POINT (79.9405146 7.9084844),School
88611c0d41fffff,North Western,Puttalam,Madampe,D.M. De Silva Memorial - Vocational Training Institute,school,POINT (79.8738638 7.4905753),School
88611c4d81fffff,North Western,Puttalam,Anamaduwa,Anamaduwa Kannangara Model Primary School,school,POINT (80.0146722 7.8727537),School
88611c4d81fffff,North Western,Puttalam,Anamaduwa,මහඋස්වැව ශ්‍රී රතනපාල නවෝද්‍යා පාසල,school,POINT (80.0131595 7.8748519),School
88611c4d81fffff,North Western,Puttalam,Anamaduwa,Anamaduwa central college,school,POINT (80.0141814 7.8769808),School
88611c4d8bfffff,North Western,Puttalam,Anamaduwa,G A Nuwan Tharanga,school,POINT (80.01311 7.870331),School
88611c4d83fffff,North Western,Puttalam,Anamaduwa,I-Tec College - Sri Lanka,school,POINT (80.0101269 7.8783371),School
88611c4d81fffff,North Western,Puttalam,Anamaduwa,Anamaduwa Primary School,school,POINT (80.014715 7.872791),School
88611c4d81fffff,North Western,Puttalam,Anamaduwa,Anamaduwa Central College,school,POINT (80.0141909 7.8769753),School
88611ea693fffff,North Western,Puttalam,Kalpitiya,දළුව සාන්ත අන්තොනි විදුහල,school,POINT (79.7559959 7.9802382),School
88611ea69bfffff,North Western,Puttalam,Kalpitiya,St. Anthony's Maha Vidyalaya,school,POINT (79.7555364 7.9791757),School
88611c0f53fffff,North Western,Puttalam,Nattandiya,Pilakatumulla Primary School,school,POINT (79.8752965 7.4292953),School
88611c0f53fffff,North Western,Puttalam,Nattandiya,Pilakatumulla Primary school,school,POINT (79.8751905 7.4295853),School
88611c7295fffff,North Western,Puttalam,Chilaw,Ch/Sawarana Muslim Vidyalaya,school,POINT (79.8143756 7.5601313),School
88611c7291fffff,North Western,Puttalam,Chilaw,St. Joseph School - Merawala,school,POINT (79.8058945 7.5580414),School
88611eb70dfffff,North Western,Puttalam,Anamaduwa,Paliyagama Sharipuththra MV,school,POINT (79.993279 7.9303219),School
88611ea461fffff,North Western,Puttalam,Puttalam,ZBY's தமிழ் தொழிநுட்பத் தகவல்கள்,school,POINT (79.8376043 8.0460365),School
88611ea463fffff,North Western,Puttalam,Puttalam,Puttalam Center for Technical Training,school,POINT (79.8285551 8.0448451),School
88611ea46dfffff,North Western,Puttalam,Puttalam,Al aksa masjith,school,POINT (79.8409587 8.0484775),School
88611ea469fffff,North Western,Puttalam,Puttalam,සාලිය ආදර්ශ මහා විද්‍යාලය,school,POINT (79.839386 8.0407913),School
88611ea469fffff,North Western,Puttalam,Puttalam,Manal Kundu,school,POINT (79.8394 8.0408),School
88611ea46dfffff,North Western,Puttalam,Puttalam,Thambapanni maha vidyalaya,school,POINT (79.8433737 8.0486615),School
88611c7221fffff,North Western,Puttalam,Madampe,Ch/C.W.W. Kannangara Maha Vidyalaya,school,POINT (79.8994444 7.5827778),School
88611c00cbfffff,North Western,Puttalam,Dankotuwa,Haldaduwana Buddhist school,school,POINT (79.9006787 7.3262735),School
886118d925fffff,North Western,Puttalam,Kalpitiya,Kiteschule Srilanka - De Silva Beach Hut,school,POINT (79.7353423 8.2330647),School
88611c0c0bfffff,North Western,Puttalam,Mahawewa,Sri.Dharmarama M.V.,school,POINT (79.8266662 7.4515239),School
88611c0c0bfffff,North Western,Puttalam,Mahawewa,Sri Darmarama MMV(Mahawewa),school,POINT (79.8266783 7.4512552),School
88611c7a65fffff,North Western,Puttalam,Pallama,Katupotha Kanishta Vidyalaya,school,POINT (79.9501149 7.7279886),School
88611c0e13fffff,North Western,Puttalam,Nattandiya,Sumanadhamma Maha Vidyalaya,school,POINT (79.8290554 7.396049),School
88611c0e13fffff,North Western,Puttalam,Nattandiya,Sumana Damma School,school,POINT (79.8289726 7.3961899),School
88611c0e13fffff,North Western,Puttalam,Nattandiya,Sumanadhamma Maha Vidyalaya - සුමනධම්ම මහ විද්‍යාලය,school,POINT (79.8289205 7.3963663),School
88611c0e13fffff,North Western,Puttalam,Nattandiya,Mumanadamma Vidrelaya,school,POINT (79.8288485 7.3962574),School
88611c71abfffff,North Western,Puttalam,Arachchikattuwa,Nalladarankattuwa saddhananda college,school,POINT (79.8332752 7.6846983),School
88611c71abfffff,North Western,Puttalam,Arachchikattuwa,Helambawatawana Sri Saddhananda Maha Vidyalaya,school,POINT (79.8325466 7.6848489),School
88611c71abfffff,North Western,Puttalam,Arachchikattuwa,මහ පිරිවෙන,school,POINT (79.8311066 7.6864537),School
88611c029dfffff,North Western,Puttalam,Dankotuwa,Etiyawala Kanista Vidyalaya,school,POINT (79.8992649 7.2886804),School
88611c029bfffff,North Western,Puttalam,Dankotuwa,සිරි සුදස්සනාරාමය,school,POINT (79.8863584 7.282719),School
88611c0c51fffff,North Western,Puttalam,Mahawewa,සාන්ත තෙරේසා විද්‍යාලය,school,POINT (79.8233468 7.430949),School
88611c0c51fffff,North Western,Puttalam,Mahawewa,St.Theresa Catholic School,school,POINT (79.8230048 7.4307765),School
88611c0c55fffff,North Western,Puttalam,Mahawewa,Saraswathi widyalaya,school,POINT (79.8306965 7.4395035),School
88611c0529fffff,North Western,Puttalam,Nattandiya,St. Sebastian Primary School,school,POINT (79.8323004 7.3647233),School
88611ea623fffff,North Western,Puttalam,Puttalam,Thillaiyadi Muslim MV,school,POINT (79.8399584 8.0124893),School
88611ea621fffff,North Western,Puttalam,Puttalam,Al Madrasathul Quraaniyyathul Falahiyya المدرسة القرآنية الفلاحية,school,POINT (79.8454765 8.0111075),School
88611ea621fffff,North Western,Puttalam,Puttalam,Al-Aqsha Primary School,school,POINT (79.845841 8.0124079),School
88611ea62bfffff,North Western,Puttalam,Puttalam,Ansari Muslim Maha Vidyalayam,school,POINT (79.844478 8.0044131),School
88611ea62bfffff,North Western,Puttalam,Puttalam,Ansari Government Mixed School,school,POINT (79.844402 8.0044091),School
88611ea62bfffff,North Western,Puttalam,Puttalam,School,school,POINT (79.8448315 8.0042641),School
88611ea62bfffff,North Western,Puttalam,Puttalam,MN/P/Ansari.G.M.S,school,POINT (79.8443058 8.0044308),School
88611c0c25fffff,North Western,Puttalam,Madampe,Dharmapala Vidyalaya,school,POINT (79.8361552 7.4831495),School
88611c0c23fffff,North Western,Puttalam,Madampe,Al Misbah Maha Vidyalaya,school,POINT (79.829147 7.4820523),School
88611c0c23fffff,North Western,Puttalam,Madampe,Genius Acadamy,school,POINT (79.8285013 7.4811094),School
88611c0c23fffff,North Western,Puttalam,Madampe,St. Sebastian College,school,POINT (79.8263812 7.483918),School
88611c0c25fffff,North Western,Puttalam,Madampe,Institute of Science Maths (ISM) Madampe / Japanese Language School - Sri Lanka,school,POINT (79.8339427 7.4880039),School
88611eb513fffff,North Western,Puttalam,Anamaduwa,Senat,school,POINT (79.9315233 7.9755367),School
88611c79b7fffff,North Western,Puttalam,Mundel,nawadankulama kanista vidyalaya,school,POINT (79.8476431 7.8467633),School
88611c79b7fffff,North Western,Puttalam,Mundel,Navadankulama Kanishta Vidyalaya,school,POINT (79.8477058 7.8464566),School
88611c7157fffff,North Western,Puttalam,Arachchikattuwa,Kumarakattuwa Vidyalaya,school,POINT (79.8859745 7.6518002),School
88611c0755fffff,North Western,Puttalam,Wennappuwa,Sidu Kumari Mixed school,school,POINT (79.8510227 7.2790438),School
88611c0755fffff,North Western,Puttalam,Wennappuwa,Waikkala Cemetry,school,POINT (79.8558801 7.2792097),School
88611c0759fffff,Western,Gampaha,Negombo,Pallansena Parish Sunday School English Medium,school,POINT (79.8526742 7.2671029),School
88611c075bfffff,Western,Gampaha,Negombo,Duwana Primary School,school,POINT (79.8468773 7.266761),School
88611c075dfffff,North Western,Puttalam,Wennappuwa,Don Severino Fabriani institute for hearing impaired,school,POINT (79.8585577 7.2743681),School
88611c0751fffff,North Western,Puttalam,Wennappuwa,Holy Family Convent Sindathriya,school,POINT (79.850944 7.2790091),School
886118da27fffff,North Western,Puttalam,Kalpitiya,Palakudawa Agrarian Office,school,POINT (79.7272642 8.1241298),School
88611eb587fffff,North Western,Puttalam,Puttalam,Pu/Kaladiya Vidyasagara Maha Vidyalaya,school,POINT (79.8983625 7.9912716),School
886118d869fffff,North Western,Puttalam,Kalpitiya,Mudalaipali Muslim Vidyalaya,school,POINT (79.7216226 8.1526938),School
886118d869fffff,North Western,Puttalam,Kalpitiya,Darul Uloom Kashiful Huda Arabic College,school,POINT (79.7216683 8.152169),School
88611c72e1fffff,North Western,Puttalam,Chilaw,J C S Koraya Maha Vidyalaya,school,POINT (79.8526163 7.5702091),School
88611c78e9fffff,North Western,Puttalam,Mundel,Agunawila School,school,POINT (79.859338 7.7752729),School
88611c78e9fffff,North Western,Puttalam,Mundel,අගුණවිල මහ විදුහල,school,POINT (79.8593963 7.775036),School
88611c78e9fffff,North Western,Puttalam,Mundel,Angunawila Vidyalaya,school,POINT (79.8595756 7.7750459),School
88611c02bbfffff,North Western,Puttalam,Dankotuwa,Mohottimulla Vidyalaya,school,POINT (79.8932365 7.305943),School
88611c6b21fffff,North Western,Puttalam,Mundel,J.A.R.D,school,POINT (79.8409872 7.9053345),School
88611c713bfffff,North Western,Puttalam,Arachchikattuwa,Welipelessa Kanishta Vidyalaya,school,POINT (79.8719287 7.679265),School
88611c018bfffff,North Western,Puttalam,Nattandiya,නාරවිල ශිු ගුණරතන ම.ම.වි.,school,POINT (79.9130262 7.3943915),School
88611c018bfffff,North Western,Puttalam,Nattandiya,Sri Gunarathana Madya Maha Vidyalaya,school,POINT (79.9131926 7.3942176),School
88611c018bfffff,North Western,Puttalam,Nattandiya,Naravila Muslim Mahavidiyalaya,school,POINT (79.9125819 7.3943984),School
88611c6961fffff,North Western,Puttalam,Mundel,Muslim Hands School Of Excellence,school,POINT (79.8309001 7.9410297),School
88611c6961fffff,North Western,Puttalam,Mundel,School of Excellence,school,POINT (79.8307183 7.9408962),School
88611c6961fffff,North Western,Puttalam,Mundel,Muslim Hands Pearls of Excellence,school,POINT (79.8304604 7.9420971),School
88611c6961fffff,North Western,Puttalam,Mundel,Askar BAETC,school,POINT (79.8324755 7.9459535),School
88611c6967fffff,North Western,Puttalam,Mundel,Hithayath Nagar Muslim Maha Vidyalayam,school,POINT (79.8292944 7.949013),School
88611eadd1fffff,North Western,Puttalam,Vanathavilluwa,Masjidul Rahman,school,POINT (79.8116492 8.2321099),School
